date,gold_price,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price_after_1_day
2024-02-05,2042.9,104.45,72.78,4.162,5.33,2.27,2051.4
2024-02-06,2051.4,104.21,73.31,4.09,5.33,2.24,2051.7
2024-02-07,2051.7,104.06,73.86,4.115,5.33,2.23,2047.9
2024-02-08,2047.9,104.17,76.22,4.158,5.33,2.24,2038.7
2024-02-09,2038.7,104.11,76.84,4.177,5.33,2.25,2033.0
2024-02-12,2033.0,104.17,76.92,4.179,5.33,2.24,2007.2
2024-02-13,2007.2,104.96,77.87,4.326,5.33,2.29,2004.3
2024-02-14,2004.3,104.72,76.64,4.261,5.33,2.3,2014.9
2024-02-15,2014.9,104.3,78.03,4.234,5.33,2.3,2024.1
2024-02-16,2024.1,104.3,79.19,4.281,5.33,2.33,2039.8
2024-02-20,2039.8,104.08,78.18,4.275,5.33,2.32,2034.3
2024-02-21,2034.3,104.01,77.91,4.319,5.33,2.34,2030.7
2024-02-22,2030.7,103.96,78.61,4.331,5.33,2.31,2049.4
2024-02-23,2049.4,103.94,76.49,4.248,5.33,2.3,2038.9
2024-02-26,2038.9,103.83,77.58,4.281,5.33,2.31,2044.1
2024-02-27,2044.1,103.83,78.87,4.303,5.33,2.32,2052.4
2024-02-28,2052.4,103.97,78.54,4.266,5.33,2.33,2064.4
2024-02-29,2064.4,104.16,78.26,4.254,5.33,2.33,2105.5
2024-03-01,2105.5,103.86,79.97,4.186,5.33,2.32,2136.2
2024-03-04,2136.2,103.83,78.74,4.217,5.33,2.34,2151.8
2024-03-05,2151.8,103.8,78.15,4.151,5.33,2.32,2168.0
2024-03-06,2168.0,103.37,79.13,4.108,5.33,2.3,2175.0
2024-03-07,2175.0,102.82,78.93,4.089,5.33,2.28,2195.3
2024-03-08,2195.3,102.71,78.01,4.077,5.33,2.28,2198.8
2024-03-11,2198.8,102.87,77.93,4.098,5.33,2.27,2176.5
2024-03-12,2176.5,102.96,77.56,4.151,5.33,2.3,2191.1
2024-03-13,2191.1,102.79,79.72,4.188,5.33,2.3,2177.8
2024-03-14,2177.8,103.36,81.26,4.292,5.33,2.3,2171.6
2024-03-15,2171.6,103.43,81.04,4.308,5.33,2.32,2174.5
2024-03-18,2174.5,103.59,82.72,4.328,5.33,2.31,2169.8
2024-03-19,2169.8,103.84,83.47,4.293,5.33,2.3,2171.0
2024-03-20,2171.0,103.41,81.68,4.277,5.33,2.31,2195.0
2024-03-21,2195.0,104.0,81.07,4.269,5.33,2.34,2170.2
2024-03-22,2170.2,104.47,80.63,4.202,5.33,2.35,2186.8
2024-03-25,2186.8,104.24,81.95,4.249,5.33,2.33,2187.8
2024-03-26,2187.8,104.29,81.62,4.238,5.33,2.32,2212.7
2024-03-27,2212.7,104.35,81.35,4.188,5.33,2.32,2238.4
2024-03-28,2238.4,104.55,83.17,4.206,5.33,2.32,2260.1000000000004
2024-04-01,2257.1,105.02,83.71,4.317,5.33,2.35,2281.8
2024-04-02,2281.8,104.82,85.15,4.353,5.33,2.36,2315.0
2024-04-03,2315.0,104.25,85.43,4.351,5.33,2.36,2308.5
2024-04-04,2308.5,104.12,86.59,4.307,5.33,2.34,2345.4
2024-04-05,2345.4,104.3,86.91,4.4,5.33,2.37,2351.0
2024-04-08,2351.0,104.14,86.43,4.422,5.33,2.38,2362.4
2024-04-09,2362.4,104.15,85.23,4.362,5.33,2.36,2348.4
2024-04-10,2348.4,105.25,86.21,4.546,5.33,2.4,2372.7
2024-04-11,2372.7,105.28,85.02,4.584,5.33,2.4,2374.1
2024-04-12,2374.1,106.04,85.66,4.517,5.33,2.39,2383.0
2024-04-15,2383.0,106.21,85.41,4.61,5.33,2.43,2407.8
2024-04-16,2407.8,106.26,85.36,4.669,5.33,2.43,2388.4
2024-04-17,2388.4,105.95,82.69,4.589,5.33,2.39,2398.0
2024-04-18,2398.0,106.15,82.73,4.637,5.33,2.4,2413.8
2024-04-19,2413.8,106.15,83.14,4.623,5.33,2.41,2346.4
2024-04-22,2346.4,106.08,82.85,4.61,5.33,2.41,2342.1
2024-04-23,2342.1,105.68,83.36,4.607,5.33,2.41,2338.4
2024-04-24,2338.4,105.86,82.81,4.648,5.33,2.41,2342.5
2024-04-25,2342.5,105.6,83.57,4.704,5.33,2.42,2347.2
2024-04-26,2347.2,105.94,83.85,4.663,5.33,2.43,2370.0
2024-04-29,2370.0,105.58,82.63,4.611,5.33,2.41,2313.4
2024-04-30,2313.4,106.22,81.93,4.682,5.33,2.41,2321.5
2024-05-01,2321.5,105.75,79.0,4.641,5.33,2.38,2320.0
2024-05-02,2320.0,105.3,78.95,4.589,5.33,2.37,2319.1
2024-05-03,2319.1,105.03,78.11,4.497,5.33,2.35,2341.6
2024-05-06,2341.6,105.05,78.48,4.487,5.33,2.35,2334.8
2024-05-07,2334.8,105.41,78.38,4.461,5.33,2.32,2332.8
2024-05-08,2332.8,105.55,78.99,4.5,5.33,2.31,2350.9
2024-05-09,2350.9,105.23,79.26,4.459,5.33,2.32,2385.6
2024-05-10,2385.6,105.3,78.26,4.5,5.33,2.34,2353.8
2024-05-13,2353.8,105.22,79.12,4.49,5.33,2.33,2370.6
2024-05-14,2370.6,105.01,78.02,4.445,5.33,2.33,2405.8
2024-05-15,2405.8,104.35,78.63,4.344,5.33,2.31,2396.4
2024-05-16,2396.4,104.46,79.23,4.377,5.33,2.31,2428.6
2024-05-17,2428.6,104.44,80.06,4.422,5.33,2.32,2449.5
2024-05-20,2449.5,104.57,79.8,4.447,5.33,2.33,2436.9
2024-05-21,2436.9,104.66,79.26,4.412,5.33,2.32,2403.7
2024-05-22,2403.7,104.93,77.57,4.426,5.33,2.33,2348.2
2024-05-23,2348.2,105.11,76.87,4.479,5.33,2.3,2345.4
2024-05-24,2345.4,104.72,77.72,4.467,5.33,2.32,2356.5
2024-05-28,2367.3,104.61,79.83,4.548,5.33,2.34,2352.0
2024-05-29,2352.0,105.1,79.23,4.616,5.33,2.36,2366.5
2024-05-30,2366.5,104.72,77.91,4.55,5.33,2.36,2345.8
2024-05-31,2345.8,104.67,76.99,4.503,5.33,2.35,2369.3
2024-06-03,2369.3,104.14,74.22,4.392,5.33,2.33,2347.4
2024-06-04,2347.4,104.11,73.25,4.33,5.33,2.31,2375.5
2024-06-05,2375.5,104.27,74.07,4.277,5.33,2.3,2390.9
2024-06-06,2390.9,104.1,75.55,4.287,5.33,2.28,2325.0
2024-06-07,2325.0,104.89,75.53,4.433,5.33,2.3,2327.0
2024-06-10,2327.0,105.15,77.74,4.471,5.33,2.31,2326.6
2024-06-11,2326.6,105.23,77.9,4.402,5.33,2.27,2354.8
2024-06-12,2354.8,104.64,78.5,4.318,5.33,2.22,2318.0
2024-06-13,2318.0,105.2,78.62,4.248,5.33,2.21,2349.1
2024-06-14,2349.1,105.55,78.45,4.221,5.33,2.17,2329.0
2024-06-17,2329.0,105.32,80.33,4.285,5.33,2.22,2346.9
2024-06-18,2346.9,105.26,81.57,4.219,5.33,2.21,2339.05
2024-06-20,2369.0,105.59,82.17,4.261,5.33,2.25,2331.2
2024-06-21,2331.2,105.8,80.73,4.257,5.33,2.23,2344.4
2024-06-24,2344.4,105.47,81.63,4.234,5.33,2.22,2330.8
2024-06-25,2330.8,105.61,80.83,4.248,5.33,2.22,2313.2
2024-06-26,2313.2,106.05,80.9,4.329,5.33,2.26,2348.7
2024-06-27,2348.7,105.91,81.74,4.286,5.33,2.26,2350.9
2024-06-28,2350.9,105.87,81.54,4.392,5.33,2.28,2350.8
2024-07-01,2350.8,105.9,83.38,4.471,5.33,2.32,2345.6
2024-07-02,2345.6,105.72,82.81,4.438,5.33,2.3,2381.9
2024-07-03,2381.9,105.4,83.88,4.355,5.33,2.27,2379.05
2024-07-05,2410.2,104.88,83.16,4.278,5.33,2.28,2376.2
2024-07-08,2376.2,105.0,82.33,4.28,5.33,2.27,2380.5
2024-07-09,2380.5,105.13,81.41,4.298,5.33,2.26,2392.5
2024-07-10,2392.5,105.05,82.1,4.282,5.33,2.27,2434.9
2024-07-11,2434.9,104.44,82.62,4.212,5.33,2.25,2433.8
2024-07-12,2433.8,104.09,82.21,4.187,5.33,2.24,2442.1
2024-07-15,2442.1,104.19,81.91,4.231,5.33,2.27,2481.0
2024-07-16,2481.0,104.27,80.76,4.16,5.33,2.26,2473.2
2024-07-17,2473.2,103.75,82.85,4.16,5.33,2.26,2469.8
2024-07-18,2469.8,104.17,82.82,4.202,5.33,2.31,2412.2
2024-07-19,2412.2,104.4,80.13,4.243,5.33,2.32,2407.7
2024-07-22,2407.7,104.31,79.78,4.254,5.33,2.3,2420.2
2024-07-23,2420.2,104.45,76.96,4.254,5.33,2.29,2428.7
2024-07-24,2428.7,104.39,77.59,4.286,5.33,2.28,2366.1
2024-07-25,2366.1,104.36,78.28,4.245,5.33,2.28,2393.7
2024-07-26,2393.7,104.32,77.16,4.194,5.33,2.27,2390.7
2024-07-29,2390.7,104.56,75.81,4.172,5.33,2.25,2428.4
2024-07-30,2428.4,104.55,74.73,4.141,5.33,2.25,2449.3
2024-07-31,2449.3,104.1,77.91,4.033,5.33,2.24,2457.1
2024-08-01,2457.1,104.42,76.31,3.982,5.33,2.2,2447.3
2024-08-02,2447.3,103.21,73.52,3.792,5.33,2.04,2422.6
2024-08-05,2422.6,102.69,72.94,3.779,5.33,2.07,2409.3
2024-08-06,2409.3,102.97,73.2,3.901,5.33,2.12,2410.3
2024-08-07,2410.3,103.2,75.23,3.953,5.33,2.11,2440.8
2024-08-08,2440.8,103.21,76.19,3.99,5.33,2.12,2450.4
2024-08-09,2450.4,103.14,76.84,3.94,5.33,2.1,2480.8
2024-08-12,2480.8,103.14,80.06,3.907,5.33,2.11,2484.9
2024-08-13,2484.9,102.56,78.35,3.846,5.33,2.09,2457.1
2024-08-14,2457.1,102.57,76.98,3.839,5.33,2.06,2469.4
2024-08-15,2469.4,102.98,78.16,3.919,5.33,2.12,2514.5
2024-08-16,2514.5,102.46,76.65,3.883,5.33,2.08,2518.1
2024-08-19,2518.1,101.89,74.37,3.875,5.33,2.07,2527.4
2024-08-20,2527.4,101.44,74.04,3.81,5.33,2.07,2524.1
2024-08-21,2524.1,101.04,71.93,3.799,5.33,2.07,2493.5
2024-08-22,2493.5,101.51,73.01,3.858,5.33,2.1,2522.6
2024-08-23,2522.6,100.72,74.83,3.795,5.33,2.13,2531.4
2024-08-26,2531.4,100.85,77.42,3.82,5.33,2.15,2529.3
2024-08-27,2529.3,100.55,75.53,3.829,5.33,2.15,2514.3
2024-08-28,2514.3,101.09,74.52,3.839,5.33,2.15,2547.7
2024-08-29,2547.7,101.34,75.91,3.863,5.33,2.16,2516.0
2024-08-30,2516.0,101.7,73.55,3.909,5.33,2.15,2515.2
2024-09-03,2511.4,101.82,70.34,3.831,5.33,2.11,2514.4
2024-09-04,2514.4,101.36,69.2,3.757,5.33,2.07,2531.6
2024-09-05,2531.6,101.11,69.15,3.725,5.33,2.03,2513.2
2024-09-06,2513.2,101.18,67.67,3.716,5.33,2.03,2521.3
2024-09-09,2521.3,101.55,68.71,3.702,5.33,2.04,2531.6
2024-09-10,2531.6,101.63,65.75,3.64,5.33,2.02,2530.9
2024-09-11,2530.9,101.68,67.31,3.661,5.33,2.04,2569.1
2024-09-12,2569.1,101.37,68.97,3.68,5.33,2.05,2599.1
2024-09-13,2599.1,101.11,68.65,3.657,5.33,2.08,2597.3
2024-09-16,2597.3,100.76,70.09,3.618,5.33,2.09,2580.8
2024-09-17,2580.8,100.89,71.19,3.648,5.33,2.12,2587.0
2024-09-18,2587.0,100.6,70.91,3.713,5.33,2.12,2602.9
